sampleName,drilling_program,Site,Site_edited,Latitude,Longitude,sampleID_new,modernWaterDepth,sampleDepth,Sample Age (Ma),reported_Temp,reported_T_method,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren',BITindex,dataType_level2,"Geological Age
(Name)",Source,duplicate_Datasets,incomplete_GDGT_fractions,detectionLimit_check,Source2,DOI
Alsenz2013_Aderet1_01,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00001,#N/A,265.3,69.05,28.0436,SST-TEX86H,0.2069,0.0856,0.0953,0.032,0.5068,0.0733,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_02,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00002,#N/A,268.2,69.1,28.9396,SST-TEX86H,0.2202,0.0794,0.0864,0.0318,0.4939,0.0883,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_03,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00003,#N/A,271.6,69.16,28.2665,SST-TEX86H,0.1968,0.0757,0.0812,0.0312,0.5456,0.0695,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_04,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00004,#N/A,274.59,69.21,28.6325,SST-TEX86H,0.1819,0.0705,0.0792,0.0254,0.5706,0.0724,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_05,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00005,#N/A,277.55,69.26,28.1694,SST-TEX86H,0.2218,0.0851,0.1001,0.0311,0.4908,0.0711,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_06,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00006,#N/A,280.69,69.31,30.0196,SST-TEX86H,0.1951,0.075,0.097,0.033,0.5061,0.0939,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_07,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00007,#N/A,283.8,69.37,28.2249,SST-TEX86H,0.1828,0.0722,0.077,0.0287,0.5724,0.0669,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_08,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00008,#N/A,287.79,69.43,26.9207,SST-TEX86H,0.2637,0.0894,0.0929,0.0325,0.4612,0.0604,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_09,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00009,#N/A,290.84,69.49,26.418,SST-TEX86H,0.2495,0.0954,0.095,0.0316,0.4669,0.0616,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_10,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00010,#N/A,300.05,69.64,26.6421,SST-TEX86H,0.2693,0.0928,0.0937,0.0341,0.4506,0.0595,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_11,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00011,#N/A,309.2,69.8,27.3728,SST-TEX86H,0.26,0.0869,0.0869,0.0313,0.4639,0.071,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_12,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00012,#N/A,316.35,69.92,25.1613,SST-TEX86H,0.3083,0.1012,0.0918,0.0311,0.4135,0.0541,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_13,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00013,#N/A,324.45,70.06,27.3447,SST-TEX86H,0.2532,0.0908,0.0923,0.033,0.4591,0.0716,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_14,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00014,#N/A,331.6,70.17,27.6951,SST-TEX86H,0.2346,0.0911,0.0959,0.0347,0.4688,0.0749,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_15,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00015,#N/A,350.76,70.42,26.9532,SST-TEX86H,0.2629,0.0893,0.0911,0.0345,0.4617,0.0604,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_16,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00016,#N/A,353.81,70.46,28.21,SST-TEX86H,0.2218,0.0784,0.0874,0.0304,0.5125,0.0695,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_17,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00017,#N/A,359.95,70.55,29.5868,SST-TEX86H,0.2059,0.0721,0.0851,0.0299,0.5186,0.0883,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_18,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00018,#N/A,363,70.59,27.5645,SST-TEX86H,0.2178,0.0796,0.0862,0.0298,0.5257,0.0609,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_19,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00019,#N/A,365.99,70.62,#N/A,SST-TEX86H,0.2861,0.0821,0.108,0.0289,0.4279,0.0669,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_20,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00020,#N/A,369.24,70.67,28.2701,SST-TEX86H,0.2458,0.0851,0.0917,0.0312,0.4646,0.0816,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_21,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00021,#N/A,372.3,70.71,27.8431,SST-TEX86H,0.2262,0.076,0.0806,0.0308,0.5237,0.0627,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_22,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00022,#N/A,375.24,70.75,#N/A,SST-TEX86H,0.284,0.0721,0.0926,0.0267,0.4532,0.0713,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_23,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00023,#N/A,378.24,70.78,29.8466,SST-TEX86H,0.2338,0.0702,0.093,0.0329,0.4912,0.079,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_24,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00024,#N/A,384.25,70.86,28.2562,SST-TEX86H,0.1824,0.072,0.0769,0.0287,0.5728,0.0672,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_25,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00025,#N/A,386.98,70.9,#N/A,SST-TEX86H,0.2887,0.0658,0.0685,0.0243,0.4653,0.0874,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_26,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00026,#N/A,390.95,70.95,#N/A,SST-TEX86H,0.1527,0.0643,0.0682,0.0304,0.6244,0.06,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_27,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00027,#N/A,394.34,71,28.4292,SST-TEX86H,0.1689,0.0698,0.0721,0.0313,0.5903,0.0677,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_28,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00028,#N/A,397.1,71.03,28.5522,SST-TEX86H,0.1888,0.0776,0.0831,0.033,0.5408,0.0766,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_29,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00029,#N/A,400.3,71.07,29.508,SST-TEX86H,0.1556,0.0669,0.0734,0.0296,0.5907,0.0838,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_30,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00030,#N/A,407,71.16,29.8123,SST-TEX86H,0.1977,0.0689,0.0827,0.032,0.5332,0.0854,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_31,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00031,#N/A,410,71.2,27.572,SST-TEX86H,0.2182,0.0795,0.0862,0.0299,0.5256,0.0607,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_32,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00032,#N/A,412.94,71.24,28.5683,SST-TEX86H,0.1847,0.0734,0.0832,0.0216,0.5593,0.0778,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_33,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00033,#N/A,416,71.28,28.2302,SST-TEX86H,0.1879,0.0723,0.0775,0.0291,0.5669,0.0664,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_34,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00034,#N/A,419,71.32,27.8283,SST-TEX86H,0.2319,0.0819,0.0887,0.0304,0.4989,0.0682,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_35,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00035,#N/A,422,71.36,29.0935,SST-TEX86H,0.2132,0.0793,0.0999,0.0342,0.4972,0.0762,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_36,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00036,#N/A,428.94,71.45,27.661,SST-TEX86H,0.2194,0.0799,0.0867,0.0301,0.5211,0.0628,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_37,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00037,#N/A,432,71.49,27.7545,SST-TEX86H,0.1948,0.0739,0.0745,0.0282,0.5636,0.0649,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_38,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00038,#N/A,435,71.53,28.4753,SST-TEX86H,0,0.0926,0.0992,0.0356,0.6794,0.0932,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,Yes,Fail,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_39,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00039,#N/A,438,71.57,#N/A,SST-TEX86H,0.3684,0.1452,0.1698,0.0613,0.1153,0.1399,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_40,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00040,#N/A,441,71.61,28.5494,SST-TEX86H,0.196,0.0719,0.0817,0.028,0.5536,0.0688,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_41,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00041,#N/A,446.94,71.68,28.1132,SST-TEX86H,0.197,0.0695,0.074,0.0272,0.5692,0.063,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_42,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00042,#N/A,450,71.72,30.0794,SST-TEX86H,0.1855,0.0639,0.0761,0.0272,0.5581,0.0891,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_43,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00043,#N/A,456,72.26,29.0087,SST-TEX86H,0.2468,0.0747,0.0909,0.0269,0.4824,0.0782,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_44,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00044,#N/A,462,73.03,29.9237,SST-TEX86H,0.1666,0.0661,0.0815,0.0298,0.5724,0.0837,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_45,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00045,#N/A,465,73.41,28.7581,SST-TEX86H,0.1816,0.0711,0.0829,0.0302,0.5662,0.0679,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_46,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00046,#N/A,468,73.79,29.1782,SST-TEX86H,0.1715,0.0667,0.0786,0.0325,0.5831,0.0677,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_47,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00047,#N/A,471,74.18,28.5704,SST-TEX86H,0.1643,0.0687,0.0694,0.0289,0.5959,0.0728,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_48,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00048,#N/A,477,74.94,29.6315,SST-TEX86H,0.1664,0.0667,0.0738,0.0311,0.5777,0.0843,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_49,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00049,#N/A,480,75.33,28.9919,SST-TEX86H,0.1772,0.0621,0.0653,0.0284,0.5981,0.0689,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_50,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00050,#N/A,483,75.71,29.0633,SST-TEX86H,0.1506,0.0655,0.0711,0.0298,0.6111,0.072,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_51,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00051,#N/A,489,75.83,28.3744,SST-TEX86H,0.1998,0.0742,0.0757,0.0286,0.5453,0.0764,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_52,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00052,#N/A,492,75.89,28.8326,SST-TEX86H,0.191,0.0623,0.0676,0.0301,0.5866,0.0623,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_53,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00053,#N/A,495.1,75.95,28.921,SST-TEX86H,0.1745,0.063,0.074,0.0296,0.5989,0.06,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_54,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00054,#N/A,507,76.18,28.4163,SST-TEX86H,0.1638,0.07,0.0754,0.0375,0.595,0.0582,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_55,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00055,#N/A,510.13,76.48,24.6696,SST-TEX86H,0.2477,0.0915,0.0728,0.0346,0.5078,0.0456,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_56,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00056,#N/A,513,76.76,23.0382,SST-TEX86H,0.2809,0.1001,0.0723,0.0294,0.4736,0.0437,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_57,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00057,#N/A,517,77.15,29.6155,SST-TEX86H,0.1473,0.0574,0.0497,0.04,0.6327,0.0728,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_58,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00058,#N/A,520,77.45,28.5377,SST-TEX86H,0.223,0.0803,0.094,0.0307,0.4975,0.0745,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_59,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00059,#N/A,523,77.74,27.8272,SST-TEX86H,0.1802,0.0688,0.0681,0.0331,0.5936,0.0561,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_60,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00060,#N/A,526,78.03,28.6048,SST-TEX86H,0.2086,0.0825,0.0922,0.0329,0.5028,0.0811,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_61,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00061,#N/A,535,78.91,29.5052,SST-TEX86H,0.2466,0.0662,0.0799,0.0282,0.5023,0.0767,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_62,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00062,#N/A,541,79.5,29.841,SST-TEX86H,0.1976,0.0688,0.0833,0.0321,0.5328,0.0854,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_63,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00063,#N/A,548,80.21,28.8115,SST-TEX86H,0.1951,0.0662,0.0741,0.0281,0.5691,0.0675,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_64,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00064,#N/A,553,80.71,29.334,SST-TEX86H,0.1899,0.0675,0.0786,0.0323,0.5582,0.0735,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
