sampleName,drilling_program,Site,Site_edited,Latitude,Longitude,sampleID_new,modernWaterDepth,sampleDepth,Sample Age (Ma),reported_Temp,reported_T_method,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren',BITindex,dataType_level2,"Geological Age
(Name)",Source,duplicate_Datasets,incomplete_GDGT_fractions,detectionLimit_check,Source2,DOI
Sangiorgi2021_242_307-1318B-27X-4,IODP-offshore,1318,Ireland Continental Margin,51.436,11.55,RR06083,423,246.55,16.59,23.6801,SST-TEX86H,0.265,0.0659,0.0553,0.025,0.4863,0.0207,0.14,Early Cenozoic,04_Miocene,Sangiorgi et al. (2021) Paleoceanography and Paleoclimatology,No,No,Pass,Sangiorgi et al. (2021),https://doi.org/10.1029/2020PA004059
Sangiorgi2021_243_307-1318B-27X-6,IODP-offshore,1318,Ireland Continental Margin,51.436,11.55,RR06084,423,247.48,16.6,24.3341,SST-TEX86H,0.2569,0.0646,0.0579,0.0262,0.4903,0.0208,0.15,Early Cenozoic,04_Miocene,Sangiorgi et al. (2021) Paleoceanography and Paleoclimatology,No,No,Pass,Sangiorgi et al. (2021),https://doi.org/10.1029/2020PA004059
Wei2011_001_MD05-2894-CL,IODP-offshore,South China Sea,South China Sea,7.04,111.55,RR06085,1982,0,0,28.49,SST-Satellite-AVHRR-4km-res,0.1622,0.053,0.078,0.0141,0.6357,0.0481,0.03,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_002_MD05-2894-IPL,IODP-offshore,South China Sea,South China Sea,7.04,111.55,RR06086,1982,0,0,28.49,SST-Satellite-AVHRR-4km-res,0.1889,0.0679,0.077,0.0249,0.5747,0.0643,0.08,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_003_MD05-2896-CL,IODP-offshore,South China Sea,South China Sea,8.825,111.44117,RR06087,1657,0,0,28.11,SST-Satellite-AVHRR-4km-res,0.2165,0.0583,0.0799,0.0097,0.5903,0.0393,0.04,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_004_MD05-2896-IPL,IODP-offshore,South China Sea,South China Sea,8.825,111.44117,RR06088,1657,0,0,28.11,SST-Satellite-AVHRR-4km-res,0.2962,0.0033,0.0112,0.0211,0.6087,0.0558,0.06,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_005_MD05-2898-CL,IODP-offshore,South China Sea,South China Sea,13.79,112.18,RR06089,2395,0,0,27.68,SST-Satellite-AVHRR-4km-res,0.2206,0.0614,0.0797,0.0114,0.5763,0.045,0.06,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_006_MD05-2898-IPL,IODP-offshore,South China Sea,South China Sea,13.79,112.18,RR06090,2395,0,0,27.68,SST-Satellite-AVHRR-4km-res,0.2747,0.061,0.0851,0.0085,0.5215,0.042,0.12,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_007_MD05-2900-CL,IODP-offshore,South China Sea,South China Sea,14.39,110.7,RR06091,1455,0,0,27.37,SST-Satellite-AVHRR-4km-res,0.2087,0.0599,0.0763,0.0115,0.5909,0.0461,0.05,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_008_MD05-2900-IPL,IODP-offshore,South China Sea,South China Sea,14.39,110.7,RR06092,1455,0,0,27.37,SST-Satellite-AVHRR-4km-res,0.3391,0.0643,0.1107,0.0213,0.3758,0.0461,0.15,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_009_MD05-2902-CL,IODP-offshore,South China Sea,South China Sea,17.96,114.96,RR06093,3697,0,0,26.66,SST-Satellite-AVHRR-4km-res,0.1982,0.061,0.0805,0.0108,0.5911,0.0496,0.03,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_010_MD05-2902-IPL,IODP-offshore,South China Sea,South China Sea,17.96,114.96,RR06094,3697,0,0,26.66,SST-Satellite-AVHRR-4km-res,0.2414,0.0639,0.0918,0.0137,0.5386,0.0506,0.04,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_011_MD05-2903-CL,IODP-offshore,South China Sea,South China Sea,19.46,116.25,RR06095,2066,0,0,26.66,SST-Satellite-AVHRR-4km-res,0.2155,0.0627,0.0775,0.012,0.577,0.0484,0.04,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_012_MD05-2903-IPL,IODP-offshore,South China Sea,South China Sea,19.46,116.25,RR06096,2066,0,0,26.66,SST-Satellite-AVHRR-4km-res,0.2976,0.061,0.0773,0.0136,0.4858,0.0422,0.06,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_013_MD05-2905-CL,IODP-offshore,South China Sea,South China Sea,20.14,117.36,RR06097,1647,0,0,26.82,SST-Satellite-AVHRR-4km-res,0.2066,0.0615,0.0765,0.0123,0.5856,0.048,0.03,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_014_MD05-2905-IPL,IODP-offshore,South China Sea,South China Sea,20.14,117.36,RR06098,1647,0,0,26.82,SST-Satellite-AVHRR-4km-res,0.2573,0.0535,0.0927,0.0139,0.5285,0.0424,0.05,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_015_HQ08-48PC-CL,IODP-offshore,South China Sea,South China Sea,16.96,110.53,RR06099,1474,0,0,27.07,SST-Satellite-AVHRR-4km-res,0.2286,0.0575,0.0696,0.01,0.5919,0.0424,0.06,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_016_A5-CL,IODP-offshore,South China Sea,South China Sea,20.99577,114.97973,RR06100,102,0,0,26.4,SST-Satellite-AVHRR-4km-res,0.17,0.0597,0.0518,0.0159,0.6825,0.0201,0.03,Core top (0-100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_017_A5-IPL,IODP-offshore,South China Sea,South China Sea,20.99577,114.97973,RR06101,102,0,0,26.4,SST-Satellite-AVHRR-4km-res,0.1687,0.0638,0.1075,0.0706,0.5486,0.0409,0.08,Core top (0-100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_018_A7-CL,IODP-offshore,South China Sea,South China Sea,21.50332,114.50067,RR06102,73,0,0,25.82,SST-Satellite-AVHRR-4km-res,0.1943,0.0548,0.0397,0.0136,0.6863,0.0114,0.05,Core top (0-100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_019_A7-IPL,IODP-offshore,South China Sea,South China Sea,21.50332,114.50067,RR06103,73,0,0,25.82,SST-Satellite-AVHRR-4km-res,0.1985,0.2078,0.2026,0.0834,0.2296,0.0781,0.15,Core top (0-100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_020_A9-CL,IODP-offshore,South China Sea,South China Sea,22.00833,113.99938,RR06104,33,0,0,25.64,SST-Satellite-AVHRR-4km-res,0.2156,0.0465,0.0297,0.0111,0.69,0.007,0.07,Core top (0-100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_021_MD05-2894-totalGDGTs,IODP-offshore,South China Sea,South China Sea,7.04,111.55,RR06105,1982,0,0,28.49,SST-Satellite-AVHRR-4km-res,0.1755,0.0604,0.0775,0.0195,0.6054,0.0562,0.06,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_022_MD05-2896-totalGDGTs,IODP-offshore,South China Sea,South China Sea,8.825,111.44117,RR06106,1657,0,0,28.11,SST-Satellite-AVHRR-4km-res,0.2551,0.0317,0.0466,0.0152,0.5992,0.0473,0.05,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_023_MD05-2898-totalGDGTs,IODP-offshore,South China Sea,South China Sea,13.79,112.18,RR06107,2395,0,0,27.68,SST-Satellite-AVHRR-4km-res,0.2475,0.0612,0.0824,0.01,0.5491,0.0435,0.09,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_024_MD05-2900-totalGDGTs,IODP-offshore,South China Sea,South China Sea,14.39,110.7,RR06108,1455,0,0,27.37,SST-Satellite-AVHRR-4km-res,0.2717,0.062,0.0929,0.0162,0.4869,0.0461,0.1,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_025_MD05-2902-totalGDGTs,IODP-offshore,South China Sea,South China Sea,17.96,114.96,RR06109,3697,0,0,26.66,SST-Satellite-AVHRR-4km-res,0.2197,0.0625,0.0861,0.0123,0.5649,0.0501,0.04,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_026_MD05-2903-totalGDGTs,IODP-offshore,South China Sea,South China Sea,19.46,116.25,RR06110,2066,0,0,26.66,SST-Satellite-AVHRR-4km-res,0.2563,0.0618,0.0774,0.0128,0.5317,0.0453,0.05,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_027_MD05-2905-totalGDGTs,IODP-offshore,South China Sea,South China Sea,20.14,117.36,RR06111,1647,0,0,26.82,SST-Satellite-AVHRR-4km-res,0.2317,0.0575,0.0845,0.0131,0.5574,0.0452,0.04,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_028_HQ08-48PC-totalGDGTs,IODP-offshore,South China Sea,South China Sea,16.96,110.53,RR06112,1474,0,0,27.07,SST-Satellite-AVHRR-4km-res,0.2286,0.0575,0.0696,0.01,0.5919,0.0424,0.06,Core top (>100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_029_A5-totalGDGTs,IODP-offshore,South China Sea,South China Sea,20.99577,114.97973,RR06113,102,0,0,26.4,SST-Satellite-AVHRR-4km-res,0.1693,0.0617,0.0796,0.0432,0.6157,0.0305,0.06,Core top (0-100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_030_A7-totalGDGTs,IODP-offshore,South China Sea,South China Sea,21.50332,114.50067,RR06114,73,0,0,25.82,SST-Satellite-AVHRR-4km-res,0.1963,0.1294,0.1192,0.0476,0.4635,0.0439,0.1,Core top (0-100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Wei2011_031_A9-totalGDGTs,IODP-offshore,South China Sea,South China Sea,22.00833,113.99938,RR06115,33,0,0,25.64,SST-Satellite-AVHRR-4km-res,0.2156,0.0465,0.0297,0.0111,0.69,0.007,0.07,Core top (0-100m),01_Holocene,Wei et al. (2011) AEM,No,No,Pass,Wei et al. (2011),http://dx.doi.org/10.1128/AEM.00580-11
Zell2014_008_KNR197-4-13WS_13a_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,4.46,-48.61,RR06116,1700,N/A-SPM,0,4,insituT-measure-CTD,0.2578,0.0807,0.0859,0.013,0.487,0.0339,0.07,Water-column SPM (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_009_KNR197-4-13WS_13a_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,4.46,-48.61,RR06117,85,N/A-SPM,0,27.2,insituT-measure-CTD,0.0778,0.0539,0.1437,0.0539,0.6228,0.0479,0,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_010_KNR197-4-20WS_20_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,4.04,-48.35,RR06118,1000,N/A-SPM,0,5,insituT-measure-CTD,0.2428,0.093,0.0981,0.0103,0.4597,0.0362,0.11,Water-column SPM (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_011_KNR197-4-20WS_20_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,4.04,-48.35,RR06119,75,N/A-SPM,0,27.5,insituT-measure-CTD,0.114,0.0855,0.0855,0.0285,0.6553,0.0285,0,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_012_KNR197-4-21WS_21_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.96,-48.54,RR06120,700,N/A-SPM,0,5.4,insituT-measure-CTD,0.2796,0.0959,0.1041,0.0102,0.4633,0.0378,0.02,Water-column SPM (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_013_KNR197-4-21WS_21_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.96,-48.54,RR06121,85,N/A-SPM,0,27.8,insituT-measure-CTD,0.1248,0.0704,0.0768,0.0352,0.6462,0.0384,0.01,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_014_KNR197-4-22WS_22b_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.95,-48.61,RR06122,600,N/A-SPM,0,5.9,insituT-measure-CTD,0.2734,0.097,0.1058,0.0088,0.4674,0.0353,0.03,Water-column SPM (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_015_KNR197-4-22WS_22b_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.95,-48.61,RR06123,89,N/A-SPM,0,27.7,insituT-measure-CTD,0.1256,0.0754,0.0754,0.0251,0.6281,0.0377,0.04,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_016_KNR197-4-23WS_23_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.68,-49.06,RR06124,100,N/A-SPM,0,24,insituT-measure-CTD,0.1617,0.0814,0.1144,0.0572,0.5466,0.0363,0,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_017_KNR197-4-23WS_23_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.68,-49.06,RR06125,75,N/A-SPM,0,27.9,insituT-measure-CTD,0.0711,0.0711,0.1185,0.0711,0.6398,0.0237,0.01,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_018_KNR197-4-25WS_25_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.19,-49.86,RR06126,25,N/A-SPM,0,27.5,insituT-measure-CTD,0.0945,0.0353,0.0479,0.0277,0.4169,0.0151,0.41,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_019_KNR197-4-25WS_25_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.19,-49.86,RR06127,5,N/A-SPM,0,28.7,insituT-measure-CTD,0.084,0.0472,0.0997,0.0315,0.6614,0.0157,0.07,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_020_KNR197-4-28WS_28b_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.78,-48.17,RR06128,990,N/A-SPM,0,5,insituT-measure-CTD,0.2888,0.0809,0.0793,0.0127,0.4966,0.0333,0.02,Water-column SPM (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_021_KNR197-4-28WS_28b_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.78,-48.17,RR06129,100,N/A-SPM,0,27.4,insituT-measure-CTD,0.1165,0.0621,0.1242,0.0518,0.5875,0.0569,0,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_022_KNR197-4-32bWS_32b_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.07,-47.64,RR06130,1777,N/A-SPM,0,3.9,insituT-measure-CTD,0.2634,0.1006,0.0985,0.0107,0.4775,0.0364,0.03,Water-column SPM (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_023_KNR197-4-32bWS_32b_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.07,-47.64,RR06131,100,N/A-SPM,0,26.3,insituT-measure-CTD,0.1294,0.0739,0.1017,0.037,0.6192,0.037,0,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_024_KNR197-4-42bWS_42b_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,2.85,-47.74,RR06132,590,N/A-SPM,0,6.2,insituT-measure-CTD,0.2818,0.0943,0.103,0.0099,0.4568,0.0372,0.03,Water-column SPM (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_025_KNR197-4-42bWS_42b_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,2.85,-47.74,RR06133,90,N/A-SPM,0,27,insituT-measure-CTD,0.1441,0.0678,0.1017,0.0254,0.6102,0.0424,0.01,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_026_KNR197-4-42dWS_42c/d_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,2.57,-47.85,RR06134,200,N/A-SPM,0,12.1,insituT-measure-CTD,0.2171,0.0803,0.1172,0.0174,0.5079,0.0521,0.01,Water-column SPM (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_027_KNR197-4-42dWS_42c/d_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,2.57,-47.85,RR06135,60,N/A-SPM,0,26.4,insituT-measure-CTD,0.1154,0.0641,0.1154,0.0513,0.6026,0.0385,0.02,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_028_KNR197-4-42dWS_42d_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,2.57,-47.85,RR06136,100,N/A-SPM,0,24.7,insituT-measure-CTD,0.1161,0.0746,0.1151,0.0755,0.5868,0.0304,0,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_029_KNR197-4-42dWS_42d_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,2.57,-47.85,RR06137,60,N/A-SPM,0,26.9,insituT-measure-CTD,0.0909,0.0606,0.1212,0.0606,0.6364,0.0303,0,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_030_KNR197-4-43WS_43_bottom_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,2.09,-48.05,RR06138,55,N/A-SPM,0,27.5,insituT-measure-CTD,0.0596,0.0482,0.0908,0.0681,0.6867,0.0199,0.02,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_031_KNR197-4-43WS_43_chlorophyll_max_CL,N/A-SPM,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,2.09,-48.05,RR06139,10,N/A-SPM,0,28.3,insituT-measure-CTD,0.0634,0.0576,0.098,0.074,0.6705,0.0202,0.01,Water-column SPM (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_032_KNR197-4-13BC_13a_CL,N/A-coretop,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,4.46,-48.61,RR06140,1711,0,0,23.1,SST-WOA09,0.2759,0.075,0.0827,0.0144,0.449,0.0394,0.11,Core top (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_033_KNR197-4-20BC_20_CL,N/A-coretop,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,4.04,-48.35,RR06141,1088,0,0,23.1,SST-WOA09,0.2671,0.0749,0.0798,0.013,0.4527,0.0391,0.12,Core top (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_034_KNR197-4-21BC_21_CL,N/A-coretop,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.96,-48.54,RR06142,738,0,0,23.1,SST-WOA09,0.2465,0.0704,0.078,0.0126,0.503,0.0352,0.08,Core top (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_035_KNR197-4-22BC_22b_CL,N/A-coretop,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.95,-48.61,RR06143,640,0,0,23.1,SST-WOA09,0.2779,0.0823,0.0903,0.0158,0.422,0.0396,0.13,Core top (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_036_KNR197-4-23BC_23_CL,N/A-coretop,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.68,-49.06,RR06144,107,0,0,23.4,SST-WOA09,0.2854,0.0709,0.0715,0.0098,0.485,0.0312,0.08,Core top (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_037_KNR197-4-25BC_25_CL,N/A-coretop,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.19,-49.86,RR06145,32,0,0,27.6,SST-WOA09,0.0826,0.0269,0.0388,0.0238,0.3515,0.015,0.51,Core top (0-100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_038_KNR197-4-28BC_28b_CL,N/A-coretop,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.78,-48.17,RR06146,1014,0,0,23.1,SST-WOA09,0.2618,0.069,0.0758,0.0108,0.5054,0.0338,0.07,Core top (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_039_KNR197-4-32bBC_32c_CL,N/A-coretop,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.07,-47.64,RR06147,1028,0,0,23.2,SST-WOA09,0.2611,0.0742,0.0833,0.0122,0.4907,0.0386,0.06,Core top (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_040_KNR197-4-32cBC_32b_CL,N/A-coretop,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,3.65,-47.31,RR06148,2079,0,0,23.4,SST-WOA09,0.2532,0.0647,0.0714,0.0108,0.5038,0.0323,0.1,Core top (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_041_KNR197-4-42bBC_42b_CL,N/A-coretop,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,2.85,-47.74,RR06149,609,0,0,23.4,SST-WOA09,0.1968,0.0486,0.052,0.0113,0.3971,0.0249,0.38,Core top (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
Zell2014_042_KNR197-4-42dBC_42d_CL,N/A-coretop,Offshore NW Brazil; Amazon River,Western Equatorial Atlantic,2.57,-47.85,RR06150,110,0,0,23.4,SST-WOA09,0.1161,0.063,0.0807,0.0464,0.607,0.0265,0.02,Core top (>100m),01_Holocene,Zell et al. (2014) GCA,No,No,Pass,Zell et al. (2014),https://doi.org/10.1016/j.gca.2014.04.038
