"","gdgt0_mu","gdgt1_mu","gdgt2_mu","gdgt3_mu","cren_mu","creniso_mu","gdgt0_sig","gdgt1_sig","gdgt2_sig","gdgt3_sig","cren_sig","creniso_sig","gdgt0_max","gdgt1_max","gdgt2_max","gdgt3_max","cren_max","creniso_max","gdgt0_min","gdgt1_min","gdgt2_min","gdgt3_min","cren_min","creniso_min","gdgt0_weights","gdgt1_weights","gdgt2_weights","gdgt3_weights","cren_weights","creniso_weights","Distance","Temperature","ClosedSum","ParetoFrontRank"
"1",-5.12856069941517,19.8002825709433,27.9950040808465,32.8409223052206,58.55120865,58.3679465654292,17.7256078371336,11.4612921756975,12.3626010093375,11.7677587537585,26.050563472018,20.7988575224121,82.9689347760761,6.55678358589939,8.26974579749841,2.95520297837829,76.3227693105015,17.0062807625752,1.4546681747556,0.887855371816768,0.179554969533334,0.316338551405784,39.8547771399443,0.148559129591749,0.0602002521233909,0.52055607862774,0.515476856804339,0.955506930818022,0.0182943540773827,0.543304046880953,2.29,3,12.146,1
"2",-6.19650009943382,20.6734106351128,30.4662760028146,38.6344766924246,56.63133045,54.4273028261377,19.26933827,13.1873257079427,13.3702417463957,17.061195919888,26.0019771720079,20.2917936261236,63.1711063187607,6.96078217652722,9.113186,2.97882949270045,76.0493194919414,15.11412213,6.02923300972119,0.860225841508982,1.06534843853,0.713730363179134,39.9795786087351,0.35178955296941,0.109823290979078,0.508146860816907,0.701288683325061,0.707432081415202,0.044205611,0.535754182993506,2.23,4.04,4.962,1
"3",-13.1684811526579,14.50324173,31.61460173,40.11842634,57.56208687,67.77988389,25.3601049,9.987269941,11.74124243,16.73159233,37.12145993,28.13514056,68.0774785788587,6.56168340404054,8.31202963815739,2.43532271733779,72.9952638878295,15.74060034,6.413701963,0.641549650600372,1.13583862008315,1.07943015910437,15.6235986922227,0.746771211455763,0.208179634,0.902704038,0.779219603121834,0.646788371,0.0176423320570378,0.579853561,3.08,3.71,2.601,1
"4",-2.55915915172073,20.6855966394761,31.9190386202039,38.6428103996537,64.30317872,52.6029752008501,18.9977111087219,10.0655072702403,11.7410420443858,17.3799530440631,40.9764017833568,17.7879490065557,76.1646469763642,6.57005447115877,6.54460334084699,5.82512061968614,76.0597539162411,14.980666580875,5.22355625418916,0.874585938888777,1.13270903202014,0.264854017262669,19.0736695029194,0.0767587071151525,0.0549050284326034,0.38446855017637,0.553820854189574,0.97542394684724,0.0434944569135558,0.299106921237128,3.49,2.47,8.791,1
"5",-3.18863552725098,20.1125741045679,32.2570390584511,42.4667590444114,54.4340539258902,78.9792933610257,19.7089534751424,8.80094555237074,11.7410533633514,15.7736136828471,33.4213850561448,21.5537768817169,54.1766393241482,5.50622539766563,6.49753969272025,8.5645317262203,74.0200884873569,21.7219614035914,5.37051372949395,0.778691747,0.183980947,0.485474086430631,30.4096129784593,1.19407540707358,0.0678923806224406,0.516866168315176,0.72900536500819,0.979755296371197,0.105040655155571,0.360809290422725,5.07,2.59,2.872,1
"6",-4.92509292434381,20.6855966394761,32.1210874447651,38.628407539938,57.7154084327776,69.6546302658931,19.0024985163999,10.0643964648254,11.3398022648801,17.0756358229257,26.781552934159,27.3864770486271,76.1646469763642,6.64760923552515,7.55534105860797,5.83053808055412,76.0653144560435,15.0384683179194,8.16968489711659,0.856732195823069,1.073697382,0.264854017262669,40.2121216142916,0.0719603199906614,0.0683849527664183,0.387491113651032,0.553820854189574,0.9812087828543,0.0434762161805708,0.307889891831253,3.42,2.49,11.188,1
"7",-1.49069652140062,20.6855966394761,31.9399334738022,38.6428103996537,64.3028652701053,69.6106467273293,18.9977111087219,10.0648128210883,11.765635766567,17.3799530440631,40.9133303753193,27.3864770486271,76.1646469763642,6.64691715702847,7.55242316985013,5.83053808055412,76.0290690774495,15.0384683179194,5.22355625418916,0.899869616759703,1.073697382,0.264854017262669,18.1714887911876,0.0720185094615616,0.0549050284326034,0.38446855017637,0.553820854189574,0.98121673036944,0.0434944569135558,0.300663238945357,3.49,2.5,9.728,1
"8",-2.02264389472407,19.7995206784439,31.9748075961437,38.8163513030077,63.9235889578995,53.2560495735121,19.0009838751829,11.6989755239736,11.4677278290952,16.9986239753062,39.037102732861,16.2880296680084,75.9032399353999,6.58340067549226,8.34283941542907,5.88441544047109,76.0653144560435,14.5942035977468,5.31418008870395,0.65425869723979,1.0738840986552,0.363487508485794,5.38218898758048,0.0719759735666552,0.0574262298442149,0.509572533007011,0.546116844904512,0.991664758535993,0.0540756944437706,0.359745803422967,3.6,2.52,3.793,1
"9",-2.55702399260323,20.1125741045679,32.2570390584511,42.4667590444114,54.4340539258902,78.9792933610257,19.7089534751424,8.80094555237074,11.7410533633514,15.7736136828471,33.4213850561448,21.5537768817169,54.1766393241482,5.50622539766563,6.49753969272025,8.5645317262203,74.0200884873569,21.7219614035914,5.37051372949395,0.778691747,0.183980947,0.485474086430631,30.4096129784593,1.19407540707358,0.0678923806224406,0.516866168315176,0.72900536500819,0.979755296371197,0.105040655155571,0.360809290422725,5.06,2.6,2.982,1
"10",-4.95838710083146,19.8005862097699,27.120340634619,34.22870203,54.1829191759085,48.2875369817347,20.1799326325567,11.2471682135121,10.0251408361055,10.403013610948,34.4814313710877,16.6329271113588,55.3929762534586,6.80922411838621,8.35501466336223,2.82235463929087,76.11873851,15.5151717468375,1.95108228242327,0.886041766730665,1.99058675630906,1.168994618,16.0468172554498,0.326142453242072,0.070460283945725,0.934928943,0.787645912516054,0.917238678,0.036093394,0.981200266118703,2.24,4.42,4.244,1
"11",-5.73489688881017,19.8002825709433,29.0516060658464,31.5903947051657,58.55120865,58.3679465654292,17.7256078371336,11.4612921756975,13.235148766429,10.4883728086137,26.3718295665742,20.7988575224121,82.6935030578057,6.58855032756851,8.33489047333284,2.95520297837829,76.3227693105015,17.0684899236167,1.37343162950279,0.888625425511897,0.173513299616943,0.37439709945193,39.8857428473524,0.858609134892543,0.0602002521233909,0.520624926904093,0.515873670621753,0.955506930818022,0.0182943540773827,0.60913251681785,2.29,2.94,11.935,1
"12",-2.09157454420935,20.6855966394761,31.9190386202039,38.6428103996537,64.30317872,52.0707608092444,18.9977111087219,10.0643964648254,11.7499031926199,17.3799530440631,40.9133303753193,17.7879490065557,76.1646469763642,6.57576780345335,7.55534105860797,5.83053808055412,76.0597539162411,14.980666580875,5.22355625418916,0.874244104087569,1.073697382,0.264854017262669,19.0736695029194,0.0767587071151525,0.0549050284326034,0.38446855017637,0.553820854189574,0.97542394684724,0.0434944569135558,0.300663238945357,3.3,2.5,9.576,1
"13",-4.92509292434381,20.6855966394761,32.1210874447651,38.628407539938,57.7154084327776,69.6546302658931,19.0024985163999,10.0643964648254,11.3398022648801,17.0756358229257,26.781552934159,27.3864770486271,76.1646469763642,6.64760923552515,7.55534105860797,5.83053808055412,76.0653144560435,15.0384683179194,8.16968489711659,0.856732195823069,1.073697382,0.264854017262669,40.2121216142916,0.0719603199906614,0.0683849527664183,0.387491113651032,0.553820854189574,0.9812087828543,0.0434762161805708,0.307889891831253,3.42,2.49,11.188,1
"14",-2.55915915172073,20.6855966394761,31.9676826338126,38.6428103996537,64.0087941709757,52.0707608092444,18.9977111087219,11.2798127042899,11.7499031926199,17.3798657334089,40.899194065372,17.7879490065557,76.1646469763642,6.57576780345335,7.57006772986836,5.83052668849703,76.0597539162411,14.8498057358743,5.22384602615373,0.874033544708045,1.073697382,0.264854017262669,19.0736695029194,0.0775931352850549,0.0600052199562371,0.388102056689394,0.553605075234107,0.975253849161078,0.0434944569135558,0.300746693477069,3.23,2.5,9.452,1
"15",-5.73489688881017,19.8002825709433,29.0401477192986,31.6252480052047,58.55120865,58.3679465654292,17.7256078371336,11.4612921756975,13.2941509410301,11.7677587537585,26.3718295665742,20.7988575224121,82.6935030578057,6.59108576374105,8.34091261567978,2.95520297837829,76.3227693105015,16.8813528821879,1.34344308970335,0.888625425511897,0.179439133598528,0.37439709945193,39.8857428473524,0.126376944546278,0.0602002521233909,0.520624926904093,0.517109326377414,0.955506930818022,0.0182943540773827,0.354751181538199,2.31,2.81,11.676,1
"16",-13.2828396993128,14.50324173,31.61460173,40.11842634,57.5341710176274,67.77988389,25.3601049,9.987269941,11.4619034442287,16.73159233,37.12145993,28.2767423016546,68.0774785788587,6.69791673789662,8.31251916395736,2.43532271733779,72.9952638878295,15.7171686833106,6.413701963,0.91219833378275,1.13583862008315,1.07943015910437,15.6235986922227,0.768876420425761,0.208179634,0.902704038,0.544623205691352,0.64442507868113,0.0176423320570378,0.579853561,3.05,4.11,2.602,1
"17",-4.95989979214654,19.8697541667732,27.120340634619,34.22870203,54.1829191759085,47.97722691,20.4107436102481,11.2471682135121,10.04220868,10.403013610948,34.4814313710877,16.62920237,53.9041910894013,6.816071297,8.35501466336223,2.82235463929087,76.11873851,15.5151717468375,1.95108228242327,1.40503639266165,1.95413618268426,1.168994618,17.2171815356601,0.354901205497827,0.196085346,0.934928943,0.78743722,0.917238678,0.036093394,0.990732087,2.24,3.67,4.289,1
"18",-5.7124711186043,19.9678508430329,30.0450936951007,42.0901405443517,58.4212406964069,61.4505906153849,17.7360782465715,14.4574890302706,11.7357895889301,17.17171022,39.3477210817899,20.2483492915243,80.2907605209506,6.12583145272791,8.21595434087982,4.11062613450755,76.3250530518493,21.9963348389976,1.78377251084662,0.872785094090551,0.0797220042587627,0.359001836619706,6.45158955900027,1.34501969493211,0.058464013,0.502632352,0.276001088893698,0.981984552988534,0.0182191471164534,0.307669078902679,2.53,2.54,5.301,1
"19",-5.73489688881017,19.8002825709433,30.4440141656981,31.6252480052047,57.7089595673144,58.3679465654292,17.7256078371336,11.4612921756975,13.2851355318197,11.8161253508034,26.3957466090636,20.5648523732795,82.6935030578057,6.55690927355431,8.26974579749841,2.95672739352052,76.3205549915299,16.7570780071025,1.4546681747556,1.39321624539556,0.177751321092206,0.374153477,38.7411734889076,0.680349923746257,0.0602002521233909,0.503718793057231,0.516256221412322,0.91854389953346,0.0182943540773827,0.5463263634982,2.3,2.9,11.421,1
