"","gdgt0_mu","gdgt1_mu","gdgt2_mu","gdgt3_mu","cren_mu","creniso_mu","gdgt0_sig","gdgt1_sig","gdgt2_sig","gdgt3_sig","cren_sig","creniso_sig","gdgt0_max","gdgt1_max","gdgt2_max","gdgt3_max","cren_max","creniso_max","gdgt0_min","gdgt1_min","gdgt2_min","gdgt3_min","cren_min","creniso_min","gdgt0_weights","gdgt1_weights","gdgt2_weights","gdgt3_weights","cren_weights","creniso_weights","Distance","Temperature","ClosedSum","ParetoFrontRank"
"1",-7.29127759589647,22.2735471374737,34.7761913775684,40.5300584874744,63.0767815132974,49.9564360148391,23.2148960669441,10.1078984990823,13.3048900088374,14.9900381478895,34.5927167001413,16.2041792223186,62.5018239913632,7.18917743728594,8.38126097570078,2.03948005425546,74.2265942947014,14.231959430287,5.15609390842226,0.309231007995679,1.51462198909821,0.90927190967287,28.3958747228685,0.0198467809656028,0.187066927506859,0.647159368,0.322866086694992,0.844670874438137,0.147236323969289,0.73364595035492,2.36,3.17,2.966,1
"2",-3.47946099061378,24.8764975132213,32.5874470289242,38.0185523639141,70.1887585518867,54.6697561471629,19.9773189639736,12.6949830041681,10.3129076749943,6.72116187316804,40.452713023704,17.9221184973901,66.1845917568088,6.72198011530544,8.43651949724015,7.062939593,78.76234930253,15.2697199381331,1.67983239031609,0.130182616107613,1.98103374188236,1.18898533035131,20.3031986499334,0.2693226402258,0.146888685351712,0.803944991836068,0.530983808835925,0.799557658947592,0.0635116709392008,0.578136235380755,2.57,2.74,3.683,1
"3",-11.2738640849925,23.0692516677651,28.2721753965661,36.3955718335014,72.1578515902065,56.7613861747714,27.2821317896885,8.47412362766262,8.61299048160243,5.53031428803059,47.5478406478957,18.9713404216717,65.8770448837432,6.66349468374019,8.28651790278255,7.10677850538123,73.5222082882942,15.6184595156793,4.89747220180392,0.876623184773938,1.1605622757342,0.282216936259305,19.5926219843441,1.13762909934847,0.133584081491052,0.744006296268822,0.338201356219383,0.994689393465683,0.0193615327011091,0.485822204212837,3.01,2.6,3.863,1
"4",1.62369478231032,23.6760253717969,34.7708102584653,43.2723385704045,82.8986189982414,49.3215334142173,18.6411769227163,10.2516366401353,13.6350978042844,14.8353017489596,45.3988926,14.8236339384004,54.043641618394,6.46769817163771,8.36673560834679,3.73828098732769,84.2957411088897,14.0755235543487,1.41089756475571,0.900255710499645,0.440205488264538,0.897232471491595,28.1846399685684,0.802471393,0.171528402964848,0.782887016254331,0.328455433413626,0.974625096353686,0.123411482656725,0.731273140835377,2.3,2.96,3.879,1
"5",-7.29127759589647,22.2735471374737,34.7761913775684,40.5300584874744,63.0767815132974,49.9564360148391,23.2148960669441,10.1078984990823,13.3048900088374,14.9900381478895,34.5927167001413,16.2041792223186,62.5018239913632,7.18917743728594,8.38126097570078,2.03948005425546,74.2265942947014,14.231959430287,5.15609390842226,0.309231007995679,1.51462198909821,0.90927190967287,28.3958747228685,0.0198467809656028,0.187066927506859,0.647159368,0.322866086694992,0.844670874438137,0.147236323969289,0.73364595035492,2.36,3.17,2.966,1
"6",-3.48370525517995,24.8764975132213,28.272906894256,38.0200143515277,70.6565832745774,56.6039913327493,21.4506372474095,12.9703929163523,8.681570487589,6.72116187316804,40.3402048170037,17.9221184973901,65.8368049771402,6.72274115899429,8.43651949724015,7.10610467993139,78.4687256631683,15.4738291091371,4.8759886591197,0.111535011565865,1.18112213043589,1.14892217454196,19.6196898807506,0.2693226402258,0.147043472567568,0.80375550460512,0.530983808835925,0.994559590849171,0.0635341505274167,0.484130146029982,3.02,2.66,3.129,1
"7",-7.29127759589647,22.2735471374737,34.7761913775684,49.7256259325688,63.0767815132974,49.955490376746,23.2148960669441,10.1078984990823,13.3048900088374,14.9900381478895,34.5927167001413,16.2041792223186,62.5018239913632,7.18917743728594,8.43751969810023,2.03948005425546,74.2265942947014,14.231959430287,5.15609390842226,0.309231007995679,1.51462198909821,1.20718554604452,28.3958747228685,0.0198467809656028,0.187066927506859,0.647159368,0.322866086694992,0.844670874438137,0.147236323969289,0.73364595035492,2.39,3.17,2.924,1
"8",-6.13484035454424,24.92147911443,31.6780700799437,40.3724244219664,70.9856312667303,63.9752237045879,24.9486023424035,14.8054315032351,12.5862685687417,10.9545827152212,36.311031630155,19.3580129406254,66.6333636812561,5.569048538,8.03918775204454,6.95375375219467,71.3694587748156,15.6224344207548,8.20427787887166,0.918113692344176,0.699462897894727,0.380476382560934,24.4227144686442,0.84417837764703,0.139956612957111,0.734985982587917,0.526693114273987,0.986191408516116,0.0612835457215689,0.504520632,3.69,2.69,2.978,1
"9",-5.31572087049757,22.6205976670757,32.7069942975924,39.314620546972,69.224117739739,55.11062488,23.1035028962457,10.8527270640945,12.9394475731931,10.86144260651,45.352415963658,15.9273328744197,60.1416328368072,6.5387445996347,8.42796747467002,3.27419120513043,74.7937150520333,18.0875935659191,2.43582978701132,0.659056759500197,0.370051202098137,1.49685003565665,19.2469843756052,0.956410320011507,0.212906934694543,0.80361447008185,0.274534252977503,0.828726842135096,0.0189195768589082,0.968727905905914,2.45,3.16,2.746,1
"10",-6.80457161990781,22.6159088791406,29.8609103386789,40.6070650109613,69.2039161479841,55.1125044106092,23.100614971041,13.4641018877715,12.8235269552302,10.86198428,46.1808111009159,15.9003457598661,60.4101864207343,6.39638143241567,8.0506300785666,3.28020804824634,74.3623618268416,18.243090058648,4.16340664048141,0.501318814740005,0.154390153,1.47862164907717,19.1845107112561,0.979320284381824,0.111380881545655,0.238791905068139,0.260954305952007,0.828734150976873,0.021114357,0.857460417852024,2.42,4.01,2.69,1
