"","gdgt0_mu","gdgt1_mu","gdgt2_mu","gdgt3_mu","cren_mu","creniso_mu","gdgt0_sig","gdgt1_sig","gdgt2_sig","gdgt3_sig","cren_sig","creniso_sig","gdgt0_max","gdgt1_max","gdgt2_max","gdgt3_max","cren_max","creniso_max","gdgt0_min","gdgt1_min","gdgt2_min","gdgt3_min","cren_min","creniso_min","gdgt0_weights","gdgt1_weights","gdgt2_weights","gdgt3_weights","cren_weights","creniso_weights","Distance","Temperature","ClosedSum","ParetoFrontRank","model_id","model_type"
"1",2.45501052115761,22.871696360505,34.3379335006778,38.2543337993069,82.7541308743088,51.79385319,18.6437283942692,10.1090879941204,13.1236267342034,8.14382571555151,47.2106588859109,15.9007719596173,53.6844489157191,5.57034154914916,8.34260130800255,3.803325431,84.26716457,14.14894166,2.78203354562186,0.91067416692992,0.262764189371977,0.889584374720142,28.4121989086545,0.970067101058215,0.137917773214847,0.647159368,0.377620283000728,0.966852876415889,0.0216309573019099,0.504538680173451,2.62,2.93,3.553,1,"noRScoretop_allseds_sst_1","noRScoretop_allseds_sst"
"2",1.87650396069664,22.871696360505,34.3379335006778,38.2543337993069,82.7541308743088,51.79385319,18.6437283942692,10.1090879941204,13.1236267342034,8.14382571555151,47.2106588859109,15.9007719596173,53.6844489157191,5.57034154914916,8.34260130800255,3.803325431,84.26716457,14.14894166,2.78203354562186,0.91067416692992,0.262764189371977,0.889584374720142,28.4121989086545,0.970067101058215,0.137917773214847,0.647159368,0.377620283000728,0.966852876415889,0.0216309573019099,0.504538680173451,2.62,2.94,3.51,1,"noRScoretop_allseds_sst_2","noRScoretop_allseds_sst"
"3",1.8636005077951,22.5552382747875,34.3379335006778,38.2543337993069,82.75290865,51.79385319,18.4687513143996,10.0989022182384,13.1167367282901,8.26099365170358,47.2171829321064,15.8971061917823,53.3399404232503,5.57034154914916,8.38388153329746,3.803325431,84.26716457,14.14894166,5.55693861217419,0.910274060696319,0.262764189371977,0.889480738597418,28.4114722337695,0.812156316589704,0.138349754336137,0.647159368,0.376086014359669,0.966726422992194,0.0200241978675671,0.505822907233229,2.64,2.94,3.391,1,"noRScoretop_allseds_sst_3","noRScoretop_allseds_sst"
"4",1.880592666,22.871696360505,34.3379335006778,38.2543337993069,82.75290865,51.79385319,18.4725316143876,10.0989022182384,13.12397052,8.14382571555151,47.2106588859109,15.8728185294044,53.3435196095698,5.57034154914916,8.34240641191401,3.803325431,84.26716457,14.14894166,5.8250579528091,0.910274060696319,0.262764189371977,0.889584374720142,28.4111022572551,0.812156316589704,0.138349754336137,0.647159368,0.377620283000728,0.966726422992194,0.0200241978675671,0.504538680173451,2.64,2.95,3.415,1,"noRScoretop_allseds_sst_4","noRScoretop_allseds_sst"
"5",1.86675997588376,22.7123130998339,34.2922272075507,38.3217933199051,82.75290865,51.79385319,18.4725316143876,10.0900858633351,13.12397052,8.13027581999415,47.2106588859109,15.90021426,53.3506630218987,6.06220559434337,8.383218907,3.803325431,84.26716457,14.14894166,5.8250579528091,0.9106920260458,0.262724370766191,0.889584374720142,28.39034567,0.817547255228077,0.138349754336137,0.647159368,0.377620283000728,0.966726422992194,0.0200241978675671,0.586161578757402,2.5,2.96,3.451,1,"noRScoretop_allseds_sst_5","noRScoretop_allseds_sst"
"6",1.880592666,22.7123130998339,34.3368535326272,38.3217933199051,82.75290865,51.79385319,18.4725316143876,10.0985719023505,13.12397052,8.1438725226056,47.2106588859109,15.8728817499981,53.3435196095698,6.05161000122747,8.383218907,3.803325431,84.26716457,14.14894166,5.8250579528091,0.91068385,0.262724370766191,0.889584374720142,28.39034567,0.817547255228077,0.138349754336137,0.647159368,0.377620283000728,0.966726422992194,0.0200241978675671,0.505536140906623,2.51,2.96,3.453,1,"noRScoretop_allseds_sst_6","noRScoretop_allseds_sst"
"7",1.92793525723273,22.8941994133284,34.3379335006778,38.2543337993069,82.75290865,51.79385319,18.4725316143876,10.0989022182384,13.12397052,8.14382571555151,47.2106588859109,15.8685216254019,53.3435196095698,6.01273712215387,7.97249466971567,3.803325431,84.26716457,14.14894166,5.8250579528091,0.879276732538309,0.358319563016139,0.889584374720142,28.4111022572551,0.812156316589704,0.138349754336137,0.647159368,0.34075551619121,0.966726422992194,0.0200241978675671,0.504538680173451,2.55,2.96,3.414,1,"noRScoretop_allseds_sst_7","noRScoretop_allseds_sst"
"8",1.880592666,22.871696360505,34.2933071756013,38.2543337993069,82.75290865,51.79385319,18.4725316143876,10.0904161792231,13.12397052,8.13022901294005,47.2106588859109,15.9001510394062,53.3435196095698,5.58093714226512,8.34240641191401,3.803325431,84.26716457,14.14894166,5.8250579528091,0.910274060696319,0.262764189371977,0.889584374720142,28.4111022572551,0.812156316589704,0.138349754336137,0.647159368,0.377620283000728,0.966726422992194,0.0200241978675671,0.58516411802423,2.63,2.96,3.415,1,"noRScoretop_allseds_sst_8","noRScoretop_allseds_sst"
"9",1.880592666,22.7123130998339,34.2922272075507,38.3217933199051,82.75290865,51.79385319,18.4725316143876,10.0900858633351,13.12397052,8.13027581999415,47.2106588859109,15.90021426,53.3435196095698,6.06220559434337,8.44275225196804,3.803325431,84.2671472820055,14.14894166,5.82500336767732,0.91068385,0.262724370766191,0.889584374720142,28.39034567,0.817547255228077,0.138349754336137,0.647159368,0.377620283000728,0.966726422992194,0.0200241978675671,0.586161578757402,2.5,2.97,3.463,1,"noRScoretop_allseds_sst_9","noRScoretop_allseds_sst"
"10",1.880592666,22.6827115998334,34.2922272075507,39.769902750819,82.75290865,51.79385319,18.4725316143876,9.82387599692259,13.12397052,8.08690694935685,47.3191680872548,15.90021426,53.3435196095698,6.06220559434337,8.383218907,3.803325431,84.26716457,14.14894166,4.07199633391208,0.91068385,0.262724370766191,0.889584374720142,28.39034567,1.06929116401779,0.134217088717939,0.647159368,0.377620283000728,0.969940325019161,0.0200241978675671,0.593772063301056,2.53,2.97,3.376,1,"noRScoretop_allseds_sst_10","noRScoretop_allseds_sst"
