gdgt0_mu,gdgt1_mu,gdgt2_mu,gdgt3_mu,cren_mu,creniso_mu,gdgt0_sig,gdgt1_sig,gdgt2_sig,gdgt3_sig,cren_sig,creniso_sig,gdgt0_max,gdgt1_max,gdgt2_max,gdgt3_max,cren_max,creniso_max,gdgt0_min,gdgt1_min,gdgt2_min,gdgt3_min,cren_min,creniso_min,gdgt0_weights,gdgt1_weights,gdgt2_weights,gdgt3_weights,cren_weights,creniso_weights
-7.898743994,16.22841115,28.97133408,40.49586176,45.43692374,61.35531035,18.9238378,10.02510788,10.53257509,16.93678381,26.17864589,20.2752504,79.68743331,6.635345641,7.727055502,4.114655086,76.39207213,21.88701582,1.64195674,0.867298411,1.146133734,0.362191372,8.230670516,1.380784856,0.058456746,0.511423512,0.652810154,0.990767041,0.028213223,0.304115204
-7.898743994,16.22856276,28.97133408,40.49586176,45.42630138,61.35531035,18.9238378,10.01853962,10.53257509,16.93678381,26.19312519,20.66975453,79.68743331,6.635345641,7.727055502,4.11116941,76.39207213,21.88701582,1.64195674,0.867298411,1.146153448,0.366690445,8.689756697,0.855562561,0.058456746,0.511423512,0.652810154,0.980529768,0.029865116,0.305300957
-6.048205994,16.46988709,32.00712998,42.5763614,57.420569,58.8912719,20.15647929,8.595691603,11.69700684,16.84783567,47.31696016,20.29589218,53.72380256,6.482428549,8.156675883,4.975296778,76.40796384,15.39330269,1.591756794,0.561109992,1.003994729,0.36288775,9.441868954,0.749185832,0.059938401,0.505920318,0.544509938,0.981978642,0.10483193,0.305250409
-7.631925423,17.40997159,30.66933984,37.81968018,45.49166225,61.54151051,17.90347669,13.01570423,11.13636546,16.97064735,26.37478153,20.79173882,79.80643711,6.558389203,9.488493353,2.453468798,76.28203115,22.02044539,1.740664392,0.857225784,1.181874054,0.310770455,9.24030023,0.777227614,0.058464013,0.502999678,0.540937317,0.884595362,0.019576028,0.285457453
-10.32672761,16.23668679,30.29477021,40.4881529,46.35986078,70.25713556,21.50753198,8.323093411,10.58519765,17.26667349,26.1801493,26.86864114,67.0838563,6.638281895,7.798173473,3.699777314,75.10549967,22.08225575,1.850613402,0.88768886,0.9739802,0.461096983,24.85243531,0.243545818,0.05836171,0.50967147,0.543060771,0.982045944,0.036205346,0.129524347
-6.663687339,19.80239327,31.96711523,38.36107412,54.18362906,61.54175198,19.33336053,10.67660883,13.50030307,16.96044384,39.69892862,20.67265019,68.76037443,6.050937172,7.762594274,5.130495348,62.92451948,23.76484387,10.47834433,0.66818942,0.079059567,0.387165631,15.73976069,0.814016341,0.058566564,0.509129819,0.56612148,0.980194065,0.019737689,0.316150776
-8.917228901,16.35123915,30.06357775,37.48028142,44.86721159,61.54151051,19.58413559,11.49253042,11.76890527,16.79680688,26.1809807,20.64075737,80.14107137,6.559167601,7.745548149,3.10630742,76.27735771,23.09859443,1.946998419,1.448233182,1.159928759,0.322453335,9.441093642,0.782623985,0.058464013,0.503005038,0.541041492,0.982015862,0.019659589,0.307736425
-7.164528509,14.62205563,31.58520553,31.85026074,62.13961082,57.11147104,21.56279255,9.916253697,10.11260784,17.03982479,41.10948926,19.90778672,61.87169048,6.003078503,10.61093264,4.787027819,71.95238633,17.39791532,6.42561753,0.624690578,1.103973786,0.731010606,19.98845307,0.06945487,0.193145564,0.901576853,0.759071906,0.83442374,0.117854393,0.544335833
1.272636526,20.14640936,31.72372126,38.75512428,51.5653942,57.67703881,15.56951782,8.564668368,13.83144611,10.93251391,23.52440905,20.26645515,41.43459197,5.299724403,8.205442307,4.476787668,72.31362164,17.53868444,5.368762078,0.043355933,1.582281548,1.500423501,49.72733257,1.586485836,0.188762813,0.903137643,0.914382382,0.348473272,0.101856291,0.193039343
1.267120156,20.14640936,31.72372126,38.75512428,51.5653942,57.67703881,15.56951782,8.564668368,13.83144611,10.93251391,23.52440905,20.26645515,41.43459197,5.299724403,8.205442307,4.476787668,72.31362164,17.53868444,5.368762078,0.043355933,1.582281548,1.500423501,49.72733257,1.586485836,0.188762813,0.903137643,0.914382382,0.348473272,0.101856291,0.193039343
